pattern	regex->SR (milliseconds)	SR->NCA (milliseconds)	|NCA|	regex->NFA (milliseconds)	NFA->DFA (milliseconds)	DFA->min (milliseconds)	|NFA|	|DFA|	|min|
IT\d{2}[ ][a-zA-Z]\d{3}[ ]\d{4}[ ]\d{4}[ ]\d{4}[ ]\d{4}[ ]\d{3}|IT\d{2}[a-zA-Z]\d{22}	2.4561	0.04774	14	0.11235	2.32282	0.21106	63	55	55
\d{2}[.]{1}\d{2}[.]{1}[0-9A-Za-z]{1}	2.51853	0.01645	4	0.01765	0.07512	0.04704	9	14	8
((19|20)[\d]{2}/[\d]{6}/[\d]{2})	1.76281	0.03446	7	0.04748	1.67714	0.80953	18	135	49
(http://|)(www\.)?([^\.]+)\.(\w{2}|(com|net|org|edu|int|mil|gov|arpa|biz|aero|name|coop|info|pro|museum))$	64.68108	0.41004	49	0.26566	1.07667	0.52138	59	54	35
^[0-9]%?$|^1[0-9]%?$|^2[0-9]%?$|^3[0-5]%?$|^[0-9]\.\d{1,2}%?$|^1[0-9]\.\d{1,2}%?$|^2[0-9]\.\d{1,2}%?$|^3[0-4]\.\d{1,2}%?$|^35%?$	3.06701	0.07455	10	0.27937	0.16715	0.13947	42	30	8
^\s*((?:(?:\d+(?:\x20+\w+\.?)+(?:(?:\x20+STREET|ST|DRIVE|DR|AVENUE|AVE|ROAD|RD|LOOP|COURT|CT|CIRCLE|LANE|LN|BOULEVARD|BLVD)\.?)?)|(?:(?:P\.\x20?O\.|P\x20?O)\x20*Box\x20+\d+)|(?:General\x20+Delivery)|(?:C[\\\/]O\x20+(?:\w+\x20*)+))\,?\x20*(?:(?:(?:APT|BLDG|DEPT|FL|HNGR|LOT|PIER|RM|S(?:LIP|PC|T(?:E|OP))|TRLR|UNIT|\x23)\.?\x20*(?:[a-zA-Z0-9\-]+))|(?:BSMT|FRNT|LBBY|LOWR|OFC|PH|REAR|SIDE|UPPR))?)\,?\s+((?:(?:\d+(?:\x20+\w+\.?)+(?:(?:\x20+STREET|ST|DRIVE|DR|AVENUE|AVE|ROAD|RD|LOOP|COURT|CT|CIRCLE|LANE|LN|BOULEVARD|BLVD)\.?)?)|(?:(?:P\.\x20?O\.|P\x20?O)\x20*Box\x20+\d+)|(?:General\x20+Delivery)|(?:C[\\\/]O\x20+(?:\w+\x20*)+))\,?\x20*(?:(?:(?:APT|BLDG|DEPT|FL|HNGR|LOT|PIER|RM|S(?:LIP|PC|T(?:E|OP))|TRLR|UNIT|\x23)\.?\x20*(?:[a-zA-Z0-9\-]+))|(?:BSMT|FRNT|LBBY|LOWR|OFC|PH|REAR|SIDE|UPPR))?)?\,?\s+((?:[A-Za-z]+\x20*)+)\,\s+(A[BLKSZRAP]|BC|C[AOT]|D[EC]|F[LM]|G[AU]|HI|I[ADLN]|K[SY]|LA|M[ABDEHINOPST]|N[BCDEHJLMSTUVY]|O[HKRN]|P[AERW]|QC|RI|S[CDK]|T[NX]|UT|V[AIT]|W[AIVY]|YT)\s+((\d{5}-\d{4})|(\d{5})|([AaBbCcEeGgHhJjKkLlMmNnPpRrSsTtVvXxYy]\d[A-Za-z]\s?\d[A-Za-z]\d))\s*$	388.29281	36.57445	297	11.33047	1921.58523	1627.89128	433	10202	2849
^([_a-zA-Z0-9-]+\.[_a-zA-Z0-9-]*)\@((([a-zA-Z0-9-]{2,255})\.(ad|ae|af|ag|ai|al|am|an|ao|aq|ar|as|at|au|aw|az|ba|bb|bd|be|bf|bg|bh|bi|bj|bm|bn|bo|br|bs|bt|bv|bw|by|bz|ca|cc|cf|cg|ch|ci|ck|cl|cm|cn|co|cr|cu|cv|cx|cy|cz|de|di|dk|dm|do|dz|ec|ee|eg|eh|er|es|et|fi|fj|fk|fm|fo|fr|ga|gb|gd|ge|gf|gh|gi|gl|gm|gn|gp|gq|gr|gs|gt|gu|gw|gy|hk|hm|hn|hr|ht|hu|id|ie|il|in|io|iq|ir|is|it|jo|jm|jp|ke|kg|kh|ki|km|kn|kp|kr|kw|ky|kz|la|lb|lc|li|lk|lr|ls|lt|lu|lv|ly|ma|mc|md|mg|mh|mk|ml|mm|mn|mo|mp|mq|mr|ms|mt|mu|mv|mw|mx|my|mz|an|nc|ne|nf|ng|ni|nl|no|np|nr|nt|nu|nz|om|pa|pe|pf|pg|ph|pk|pl|pm|pn|pr|pt|pw|py|qa|re|ro|ru|rw|sa|sb|sc|sd|se|sq|sh|si|sj|sk|sl|sm|sn|so|sr|st|su|sv|sy|sz|tc|td|tf|tg|th|tj|tk|tm|tn|to|tp|tr|tt|tv|tw|tz|ua|ug|uk|um|us|uy|uz|va|vc|ve|vg|vi|vn|vu|wf|ws|ye|yt|yu|za|zm|zr|zw|arpa|arts|biz|com|edu|firm|gov|info|int|mil|nato|net|nom|org|rec|store|web))|((25[0-5]|2[0-4][0-9]|[0-1]{1}[0-9]{2}|[1-9]{1}[0-9]{1}|[1-9])\.(25[0-5]|2[0-4][0-9]|[0-1]{1}[0-9]{2}|[1-9]{1}[0-9]{1}|[1-9]|0)\.(25[0-5]|2[0-4][0-9]|[0-1]{1}[0-9]{2}|[1-9]{1}[0-9]{1}|[1-9]|0)\.(25[0-5]|2[0-4][0-9]|[0-1]{1}[0-9]{2}|[1-9]{1}[0-9]{1}|[0-9])))$	37.70348	2.65467	82	2.414	7.87311	3.19534	580	348	338
(^\([0]\d{1}\))(\d{7}$)|(^\([0][2]\d{1}\))(\d{6,8}$)|([0][8][0][0])([\s])(\d{5,8}$)	2.71022	0.08611	15	0.09287	2.92875	0.59336	41	94	94
^(([1-9]\d{0,2}(\,\d{3})*|([1-9]\d*))(\.\d{2})?)|([0]\.(([0][1-9])|([1-9]\d)))$	2.20841	0.05738	11	0.09622	0.45446	0.03795	21	9	9
^\d{1,2}\.\d{3}\.\d{3}[-][0-9kK]{1}$	1.45652	0.02911	6	0.02339	0.05144	0.0436	14	13	13
((^([\d]{1,3})(,{1}([\d]{3}))*)|(^[\d]*))((\.{1}[\d]{2})?$)	1.4741	0.03536	5	0.04021	0.08912	0.08718	14	12	12
^((((0[13578]|10|12)([-./])(0[1-9]|[12][0-9]|3[01])([-./])(\d{4}))|((0[469]|1­1)([-./])([0][1-9]|[12][0-9]|30)([-./])(\d{4}))|((2)([-./])(0[1-9]|1[0-9]|2­[0-8])([-./])(\d{4}))|((2)(\.|-|\/)(29)([-./])([02468][048]00))|((2)([-./])­(29)([-./])([13579][26]00))|((2)([-./])(29)([-./])([0-9][0-9][0][48]))|((2)­([-./])(29)([-./])([0-9][0-9][2468][048]))|((2)([-./])(29)([-./])([0-9][0-9­][13579][26]))))$	7.74054	0.37154	62	0.35551	0.28608	0.21681	81	61	46
^((((0[1-9]|[12][0-9]|3[01])(0[13578]|10|12)(\d{2}))|(([0][1-9]|[12][0-9]|30)(0[469]|11)(\d{2}))|((0[1-9]|1[0-9]|2[0-8])(02)(\d{2}))|((29)(02)(00))|((29)(02)([2468][048]))|((29)(02)([13579][26])))[-]\d{4})$	5.09289	0.19855	36	0.26423	0.13509	0.12998	46	31	27
(((\d{2}((0[13578]|1[02])(0[1-9]|[12]\d|3[01])|(0[13456789]|1[012])(0[1-9]|[12]\d|30)|02(0[1-9]|1\d|2[0-8])))|([02468][048]|[13579][26])0229))(( |-)(\d{4})( |-)(\d{3})|(\d{7}))	5.28058	0.25242	26	0.35607	938.63025	197.9402	48	20697	325
[0](\d{9})|([0](\d{2})( |-)((\d{3}))( |-)(\d{4}))|[0](\d{2})( |-)(\d{7})	2.44302	0.03715	8	0.0969	18.16399	0.41706	37	69	69
(^0[87][23467]((\d{7})|( |-)((\d{3}))( |-)(\d{4})|( |-)(\d{7})))	1.93239	0.03649	8	0.07057	0.05924	0.07617	28	24	15
^[a-z0-9_]{1}[a-z0-9\-_]*(\.[a-z0-9\-_]+)*@[a-z0-9]{1}[a-z0-9\-_]*(\.[a-z0-9\-_]+)*\.[a-z]{2,4}$	0.35649	0.04081	7	0.07242	0.08713	0.06459	17	12	10
\d{2,4}	1.96662	0.00655	1	0.00737	0.06609	0.01992	7	8	3
(?:(?:w{3}\.)(?:[a-zA-Z0-9/;\?&=:\-_\$\+!\*'\(\|\\~\[\]#%\.])+[\.com|\.edu|\.gov|\.int|\.mil|\.net|\.org|\.biz|\.info|\.name|\.pro|\.aero|\.coop|\.museum|\.cat|\.jobs|\.travel|\.arpa|\.mobi|\.ac|\.ad|\.ae|\.af|\.ag|\.ai|\.al|\.am|\.an|\.ao|\.aq|\.ar|\.as|\.at|\.au|\.aw|\.az|\.ax|\.ba|\.bb|\.bd|\.be|\.bf|\.bg|\.bh|\.bi|\.bj|\.bm|\.bn|\.bo|\.br|\.bs|\.bt|\.bv|\.bw|\.by|\.bz|\.ca|\.cc|\.cd|\.cf|\.cg|\.ch|\.ci|\.ck|\.cl|\.cm|\.cn|\.co|\.cr|\.cs|\.cu|\.cv|\.cx|\.cy|\.cz|\.de|\.dj|\.dk|\.dm|\.do|\.dz|\.ec|\.ee|\.eg|\.eh|\.er|\.es|\.et|\.eu|\.fi|\.fj|\.fk|\.fm|\.fo|\.fr|\.ga|\.gb|\.gd|\.ge|\.gf|\.gg|\.gh|\.gi|\.gl|\.gm|\.gn|\.gp|\.gq|\.gr|\.gs|\.gt|\.gu|\.gw|\.gy|\.hk|\.hm|\.hn|\.hr|\.ht|\.hu|\.id|\.ie|\.il|\.im|\.in|\.io|\.iq|\.ir|\.is|\.it|\.je|\.jm|\.jo|\.jp|\.ke|\.kg|\.kh|\.ki|\.km|\.kn|\.kp|\.kr|\.kw|\.ky|\.kz|\.la|\.lb|\.lc|\.li|\.lk|\.lr|\.ls|\.lt|\.lu|\.lv|\.ly|\.ma|\.mc|\.md|\.mg|\.mh|\.mk|\.ml|\.mm|\.mn|\.mo|\.mp|\.mq|\.mr|\.ms|\.mt|\.mu|\.mv|\.mw|\.mx|\.my|\.mz|\.na|\.nc|\.ne|\.nf|\.ng|\.ni|\.nl|\.no|\.np|\.nr|\.nu|\.nz|\.om|\.pa|\.pe|\.pf|\.pg|\.ph|\.pk|\.pl|\.pm|\.pn|\.pr|\.ps|\.pt|\.pw|\.py|\.qa|\.re|\.ro|\.ru|\.rw|\.sa|\.sb|\.sc|\.sd|\.se|\.sg|\.sh|\..si|\.sj|\.sk|\.sl|\.sm|\.sn|\.so|\.sr|\.st|\.sv|\.sy|\.sz|\.tc|\.td|\.tf|\.tg|\.th|\.tj|\.tk|\.tl|\.tm|\.tn|\.to|\.tp|\.tr|\.tt|\.tv|\.tw|\.tz|\.ua|\.ug|\.uk|\.um|\.us|\.uy|\.uz|\.va|\.vc|\.ve|\.vg|\.vi|\.vn|\.vu|\.wf|\.ws|\.ye|\.yt|\.yu|\.za|\.zm|\.zw](?:[a-zA-Z0-9/;\?&=:\-_\$\+!\*'\(\|\\~\[\]#%\.])*)	0.68127	0.05858	4	0.19217	0.17402	0.07634	10	22	7
(?:(?:(?:http|ftp|gopher|telnet|news)://)(?:w{3}\.)?(?:[a-zA-Z0-9/;\?&=:\-_\$\+!\*'\(\|\\~\[\]#%\.])+)	1.80435	0.12188	25	0.10699	2.7162	0.55174	35	84	24
(\s+|)((\(\d{3}\) +)|(\d{3}-)|(\d{3} +))?\d{3}(-| +)\d{4}( +x\d{1,4})?(\s+|)	5.11799	0.9091	13	0.09605	1.18001	0.24253	43	62	10
^\d{1,3}\.\d{1,4}$	1.41824	0.01568	3	0.01007	0.03882	0.03692	10	9	9
^(([1-9]{1}\d{0,2},(\d{3},)*\d{3})|([1-9]{1}\d{0,}))$	1.55403	0.03324	6	0.0392	0.05045	0.04187	14	9	9
"[A-Za-z0-9]{3}"	0.18722	0.0073	3	0.01177	0.04223	0.03379	6	10	6
^-?([1]?[1-7][1-9]|[1]?[1-8][0]|[1-9]?[0-9])\.{1}\d{1,6}	2.02362	0.09444	10	0.06745	0.29227	0.12235	20	17	8
^-?([1-8]?[1-9]|[1-9]0)\.{1}\d{1,6}	1.53226	0.03594	7	0.03329	0.07771	0.05675	15	13	7
^\$?\d{1,3}(,?\d{3})*(\.\d{1,2})?$	1.4803	0.04576	4	0.01991	0.08503	0.06834	15	13	10
^((\d{2}(([02468][048])|([13579][26]))[\-\/\s]?((((0?[13578])|(1[02]))[\-\/\s]?((0?[1-9])|([1-2][0-9])|(3[01])))|(((0?[469])|(11))[\-\/\s]?((0?[1-9])|([1-2][0-9])|(30)))|(0?2[\-\/\s]?((0?[1-9])|([1-2][0-9])))))|(\d{2}(([02468][1235679])|([13579][01345789]))[\-\/\s]?((((0?[13578])|(1[02]))[\-\/\s]?((0?[1-9])|([1-2][0-9])|(3[01])))|(((0?[469])|(11))[\-\/\s]?((0?[1-9])|([1-2][0-9])|(30)))|(0?2[\-\/\s]?((0?[1-9])|(1[0-9])|(2[0-8]))))))(\s(((0?[1-9])|(1[0-9])|(2[0-3]))\:([0-5][0-9])((\s)|(\:([0-5][0-9])))?))?$	9.05846	0.8403	42	0.55923	1.11663	1.03087	85	85	48
^(?<nombre>\D{4})(?<fechanac>\d{6})(?<homoclave>.{1}\D{1}\d{1})?$	1.25069	0.02892	6	0.02662	8E-05	0.05747	14	14	14
'('{2})*([^'\r\n]*)('{2})*([^'\r\n]*)('{2})*'	0.20519	0.06803	8	0.03229	0.09371	0.03343	11	9	3
^(\d{4})[.](0{0,1}[1-9]|1[012])[.](0{0,1}[1-9]|[12][0-9]|3[01])[.](\d{2})$	2.30027	0.07919	12	0.08388	0.13984	0.10884	19	17	17
^((\+){1}[1-9]{1}[0-9]{0,1}[0-9]{0,1}(\s){1}[\(]{1}[1-9]{1}[0-9]{1,5}[\)]{1}[\s]{1})[1-9]{1}[0-9]{4,9}$	0.5924	0.03586	11	0.04604	0.13563	0.0995	28	25	25
^((\(0?[1-9][0-9]\))|(0?[1-9][0-9]))[ -.]?([1-9][0-9]{3})[ -.]?([0-9]{4})$	0.26812	0.04412	11	0.05396	0.08198	0.06312	22	18	18
^[http|ftp|wap|https]{3,5}:\//\www\.\w*\.[com|net]{2,3}$	18.80668	0.05632	10	0.03992	0.06933	0.05441	19	17	17
^(((\(\d{3}\)|\d{3})( |-|\.))|(\(\d{3}\)|\d{3}))?\d{3}( |-|\.)?\d{4}(( |-|\.)?([Ee]xt|[Xx])[.]?( |-|\.)?\d{4})?$	2.79533	0.24143	14	0.12448	0.17965	0.12572	38	33	33
^[+-]?\d+(\.\d{1,4})? *%?$	1.37838	0.05552	6	0.02103	0.07492	0.06882	13	10	9
^[a-z0-9!$'*+\-_]+(\.[a-z0-9!$'*+\-_]+)*@([a-z0-9]+(-+[a-z0-9]+)*\.)+([a-z]{2}|aero|arpa|biz|cat|com|coop|edu|gov|info|int|jobs|mil|mobi|museum|name|net|org|pro|travel)$	3.99085	0.67094	53	0.29019	1.09894	0.65021	74	56	48
^\$([0]|([1-9]\d{1,2})|([1-9]\d{0,1},\d{3,3})|([1-9]\d{2,2},\d{3,3})|([1-9],\d{3,3},\d{3,3}))([.]\d{1,2})?$|^\(\$([0]|([1-9]\d{1,2})|([1-9]\d{0,1},\d{3,3})|([1-9]\d{2,2},\d{3,3})|([1-9],\d{3,3},\d{3,3}))([.]\d{1,2})?\)$|^(\$)?(-)?([0]|([1-9]\d{0,6}))([.]\d{1,2})?$	4.62207	0.26253	26	0.26411	0.47403	0.34493	84	66	38
\d{5,12}|\d{1,10}\.\d{1,10}\.\d{1,10}|\d{1,10}\.\d{1,10}	2.51607	0.0238	6	0.20139	1.87134	0.02937	78	7	7
^(1?)(-| ?)(\()?([0-9]{3})(\)|-| |\)-|\) )?([0-9]{3})(-| )?([0-9]{4}|[0-9]{4})$	0.70669	0.35744	8	0.07506	0.17385	0.12901	27	27	26
^((\+)?(\d{2})[-])?(([\(])?((\d){3,5})([\)])?[-])|(\d{3,5})(\d{5,8}){1}?$	2.63313	0.06497	8	0.08451	0.86689	0.0947	37	24	24
^((\+)?(\d{2}[-]))?(\d{10}){1}?$	1.51161	0.02557	3	0.0176	0.06337	0.05544	17	17	17
^\d{5}-\d{3}$|^\d{8}$	1.30843	0.0192	4	0.02711	0.03085	0.04002	17	12	10
^100$|^\s*(\d{0,2})((\.|\,)(\d*))?\s*\%?\s*$	2.06956	0.09102	9	0.0505	0.4594	0.15918	15	10	10
^[-+]?(\d?\d?\d?,?)?(\d{3}\,?)*(\.?\d+)$	1.56933	0.12308	9	0.04378	0.14163	0.09724	19	14	9
^[-+]?(\d?\d?\d?,?)?(\d{3}\,?)*$	1.40957	0.07664	7	0.03667	0.08547	0.06399	15	12	6
((8|\+7)-?)?\(?\d{3,5}\)?-?\d{1}-?\d{1}-?\d{1}-?\d{1}-?\d{1}((-?\d{1})?-?\d{1})?	3.55575	0.17995	20	0.09307	11.07361	3.25724	39	472	21
^[0][5][0]-\d{7}|[0][5][2]-\d{7}|[0][5][4]-\d{7}|[0][5][7]-\d{7}$	2.48024	0.04996	14	0.10555	4.86578	0.36361	49	64	64
^(\d)?[ ]*[\(\.\-]?(\d{3})[\)\.\-]?[ ]*(\d{3})[\.\- ]?(\d{4})[ ]*(x|ext\.?)?[ ]*(\d{1,7})?$	2.27235	0.3471	12	0.0665	0.29762	0.24639	36	47	36
^\d{5}(\-)(\d{3})?$	1.12348	0.01416	4	0.0095	5E-05	0.02845	10	10	10
^0?(5[024])(\-)?\d{7}$	1.35855	0.02495	5	0.02006	0.04969	0.04042	14	12	12
^(H(P|T|U|Y|Z)|N(A|B|C|D|F|G|H|J|K|L|M|N|O|R|S|T|U|W|X|Y|Z)|OV|S(C|D|E|G|H|J|K|M|N|O|P|R|S|T|U|W|X|Y|Z)|T(A|F|G|L|M|Q|R|V)){1}\d{4}(NE|NW|SE|SW)?$|((H(P|T|U|Y|Z)|N(A|B|C|D|F|G|H|J|K|L|M|N|O|R|S|T|U|W|X|Y|Z)|OV|S(C|D|E|G|H|J|K|M|N|O|P|R|S|T|U|W|X|Y|Z)|T(A|F|G|L|M|Q|R|V)){1}(\d{4}|\d{6}|\d{8}|\d{10}))$	4.54405	0.17744	20	0.28191	1.3474	0.37219	52	42	41
^\+[0-9]{1,3}\([0-9]{3}\)[0-9]{7}$	0.17525	0.01617	4	0.02248	0.06479	0.05594	18	17	17
^(3276[0-7]|327[0-5]\d|32[0-6]\d{2}|3[01]\d{3}|[12]\d{4}|[1-9]\d{3}|[1-9]\d{2}|[1-9]\d|\d)$	2.86927	0.21237	16	0.10571	0.0958	0.1036	28	19	10
[A-Z0-9]{5}\d[0156]\d([0][1-9]|[12]\d|3[01])\d[A-Z0-9]{3}[A-Z]{2}	2.10713	0.06059	11	0.0835	21.4692	9.80361	20	1002	496
^\s*\(?((\+0?44)?\)?[ \-]?(\(0\))|0)((20[7,8]{1}\)?[ \-]?[1-9]{1}[0-9]{2}[ \-]?[0-9]{4})|([1-8]{1}[0-9]{3}\)?[ \-]?[1-9]{1}[0-9]{2}[ \-]?[0-9]{3}))\s*$	1.61053	0.34823	25	0.15524	0.3344	0.22701	48	45	38
\(?\s*(?<area>\d{3})\s*[\)\.\-]?\s*(?<first>\d{3})\s*[\-\.]?\s*(?<second>\d{4})\D*(?<ext>\d*)	3.36051	0.35393	11	0.04914	1.44501	0.47912	25	90	22
^[0-9]{4}-(0[1-9]|1[0-2])-(0[1-9]|[1-2][0-9]|3[0-2]) ([0-1][0-9]|2[0-4]):([0-4][0-9]|5[0-9]):([0-4][0-9]|5[0-9])$	0.63817	0.14456	21	0.10757	0.00012	0.08852	26	26	24
^(\d{4})\D?(0[1-9]|1[0-2])\D?([12]\d|0[1-9]|3[01])(\D?([01]\d|2[0-3])\D?([0-5]\d)\D?([0-5]\d)?)?$	4.14283	0.22498	21	0.08696	0.12859	0.09562	29	24	24
^(?<Drive>([a-zA-Z]:)|(\\{2}\w+)\$?)(\\(\w[\w].*))(?<Year>\d{4})-(?<Month>\d{1,2})-(?<Day>\d{1,2})(?<ExtraText>.*)(?<Extension>.csv|.CSV)$	32.76097	0.3584	19	0.10031	0.39038	0.31431	33	35	24
^(1\s*[-\/\.]?)?(\((\d{3})\)|(\d{3}))\s*([\s-./\\])?([0-9]*)([\s-./\\])?([0-9]*)$	2.17199	0.10892	8	0.08918	0.14714	0.10922	18	19	15
^\d{1,2}((,)|(,25)|(,50)|(,5)|(,75)|(,0)|(,00))?$	2.28801	0.0672	9	0.0504	0.06427	0.04627	15	9	7
^(([1-4][0-9])|(0[1-9])|(5[0-2]))\/[1-2]\d{3}$	1.74877	0.03338	7	0.03274	6E-05	0.03222	10	10	10
[\+]{0,1}(\d{10,13}|[\(][\+]{0,1}\d{2,}[\13)]*\d{5,13}|\d{2,6}[\-]{1}\d{2,13}[\-]*\d{3,13})	2.86874	0.10556	12	0.21519	15.20294	2.29142	76	506	30
^100$|^\d{0,2}(\.\d{1,2})? *%?$	1.67411	0.05762	7	0.15889	0.30969	0.21581	13	11	9
(?:(?'1'[0-9a-fA-F]{2})(?:\:)(?'2'[0-9a-fA-F]{2})(?:\:)(?'3'[0-9a-fA-F]{2})(?:\:)(?'4'[0-9a-fA-F]{2})(?:\:)(?'5'[0-9a-fA-F]{2})(?:\:)(?'6'[0-9a-fA-F]{2}))|(?:(?'1'[0-9a-fA-F]{2})(?:\-)(?'2'[0-9a-fA-F]{2})(?:\-)(?'3'[0-9a-fA-F]{2})(?:\-)(?'4'[0-9a-fA-F]{2})(?:\-)(?'5'[0-9a-fA-F]{2})(?:\-)(?'6'[0-9a-fA-F]{2}))	0.49246	0.04669	13	0.14307	1.33873	0.12291	39	30	30
^(?:(?'1'[0-9a-fA-F]{2})(?:\:)(?'2'[0-9a-fA-F]{2})(?:\:)(?'3'[0-9a-fA-F]{2})(?:\:)(?'4'[0-9a-fA-F]{2})(?:\:)(?'5'[0-9a-fA-F]{2})(?:\:)(?'6'[0-9a-fA-F]{2}))$|^(?:(?'1'[0-9a-fA-F]{2})(?:\-)(?'2'[0-9a-fA-F]{2})(?:\-)(?'3'[0-9a-fA-F]{2})(?:\-)(?'4'[0-9a-fA-F]{2})(?:\-)(?'5'[0-9a-fA-F]{2})(?:\-)(?'6'[0-9a-fA-F]{2}))$	0.3727	0.07597	12	0.12153	0.08668	0.09043	34	32	30
(?<Date>(?<Year>\d{4})-(?<Month>\d{2})-(?<Day>\d{2}))(?:T(?<Time>(?<SimpleTime>(?<Hour>\d{2}):(?<Minute>\d{2})(?::(?<Second>\d{2}))?)?(?:\.(?<FractionalSecond>\d{1,7}))?(?<Offset>-\d{2}\:\d{2})?))?	3.27905	0.06796	11	0.07814	0.30444	0.14518	38	48	11
^(?:(?:[+\-]?\$?)|(?:\$?[+\-]?))?(?:(?:\d{1,3}(?:(?:,\d{3})|(?:\d))*(?:\.(?:\d*|\d+[eE][+\-]\d+))?)|(?:\.\d+(?:[eE][+\-]\d+)?))$	2.38212	0.15628	14	0.13317	0.18477	0.16356	30	22	14
^[^_][a-zA-Z0-9_]+[^_]@{1}[a-z]+[.]{1}(([a-z]{2,3})|([a-z]{2,3}[.]{1}[a-z]{2,3}))$	0.36364	0.08986	9	0.04835	0.07663	0.06268	20	16	16
^[a-zA-Z]{1,3}\[([0-9]{1,3})\]	0.41452	0.0392	4	0.01662	0.04654	0.04125	11	9	9
^\s*(\d{0,2})(\.?(\d*))?\s*\%?\s*$	1.75802	0.12874	6	0.01741	0.10378	0.06173	11	9	6
\A-?(\d{4,})-(\d{2})-(\d{2})([Z]|(?:[+-]?(?:[01]\d)|(?:[2][0123])):(?:[012345]\d))\Z	2.17871	0.08218	11	0.06968	0.09575	0.11761	22	19	19
\A((?:[01]{0,1}\d)|(?:[2][0123])):([012345]\d):([012345]\d)(.\d{1,3})?([Z]|(?:[+-]?(?:[01]{0,1}\d)|(?:[2][0123])):([012345]\d))\Z	2.77705	0.13896	18	0.09665	0.31531	0.24263	25	32	27
^\(?([0-9]{3})\)?[\s\.\-]*([0-9]{3})[\s\.\-]*([0-9]{4})$	0.52699	0.0686	6	0.02935	0.14275	0.05886	17	14	13
^((0?[1-9])|((1)[0-1]))?((\.[0-9]{0,2})?|0(\.[0-9]{0,2}))$	0.2125	0.03134	6	0.04914	0.0751	0.07302	13	15	8
^([a-zA-Z0-9]([a-zA-Z0-9\-]{0,61}[a-zA-Z0-9])?\.)*[a-zA-Z0-9]([a-zA-Z0-9\-]{0,61}[a-zA-Z0-9])?$	0.30831	0.03517	8	0.10562	1.25246	0.60753	131	125	125
^(([a-zA-Z0-9]+([\-])?[a-zA-Z0-9]+)+(\.)?)+[a-zA-Z]{2,6}$	0.24885	0.07193	6	0.11023	1.36287	0.74799	35	78	9
^\s*([\(]?)\[?\s*\d{3}\s*\]?[\)]?\s*[\-]?[\.]?\s*\d{3}\s*[\-]?[\.]?\s*\d{4}$	2.97679	0.73734	15	0.03963	0.25915	0.18146	34	26	19
^(NL){0,1}[0-9]{9}B[0-9]{2}$	0.17847	0.01771	4	0.02172	0.07265	0.05269	16	15	15
^(LT){0,1}([0-9]{9}|[0-9]{12})$	0.12843	0.02029	5	0.13044	0.07202	0.05301	24	15	15
^(IE){0,1}[0-9][0-9A-Z\+\*][0-9]{5}[A-Z]$	0.22469	0.02159	6	0.0235	0.04374	0.03742	12	11	11
^(GB){0,1}([1-9][0-9]{2}\ [0-9]{4}\ [0-9]{2})|([1-9][0-9]{2}\ [0-9]{4}\ [0-9]{2}\ [0-9]{3})|((GD|HA)[0-9]{3})$	0.56298	0.13164	14	0.15224	5.49969	0.89411	41	89	89
^(FR){0,1}[0-9A-Z]{2}\ [0-9]{9}$	0.19524	0.02491	4	0.02522	0.06826	0.06392	16	15	15
^(ES){0,1}([0-9A-Z][0-9]{7}[A-Z])|([A-Z][0-9]{7}[0-9A-Z])$	0.27726	0.08751	7	0.0661	0.89278	0.17937	24	39	39
^(CZ){0,1}[0-9]{8,10}$	0.12387	0.0118	3	0.0146	0.04881	0.04321	14	13	13
^(CY){0,1}[0-9]{8}[A-Z]$	0.15393	0.01972	4	0.01647	0.04532	0.03881	13	12	12
^(BE){0,1}[0]{0,1}[0-9]{9}$	0.13188	0.02084	4	0.01637	0.07411	0.06237	15	21	21
^(IT|LV){0,1}[0-9]{11}$	0.16788	0.01736	4	0.02479	0.05776	0.04551	16	15	15
^(PL|SK){0,1}[0-9]{10}$	0.1673	0.07296	4	0.03098	0.06154	0.0746	15	14	14
^(FI|HU|LU|MT|SI){0,1}[0-9]{8}$	0.38631	0.03591	5	0.04081	0.07412	0.05833	16	15	13
^(EE|EL|DE|PT){0,1}[0-9]{9}$	0.22396	0.08082	5	0.03195	0.06429	0.04782	16	14	14
^(([A-Z]{1,2}[0-9][0-9A-Z]{0,1})\ ([0-9][A-Z]{2}))|(GIR\ 0AA)$	0.51677	0.06013	14	0.06212	0.63654	0.09375	20	21	21
^([0124678][0-9]{4})$	0.11019	0.00668	2	0.01133	7E-05	0.01794	6	6	6
^(0[289][0-9]{2})|([1345689][0-9]{3})|(2[0-8][0-9]{2})|(290[0-9])|(291[0-4])|(7[0-4][0-9]{2})|(7[8-9][0-9]{2})$	0.6107	0.06253	16	0.12297	2.10938	0.07334	36	14	14
(^(\d+)$)|(^(\d{1,3}[ ,\.](\d{3}[ ,\.])*\d{3}|\d{1,3})$)	2.38812	0.05633	7	0.05844	0.05586	0.04303	17	9	9
^((([A-PR-UWYZ](\d([A-HJKSTUW]|\d)?|[A-HK-Y]\d([ABEHMNPRVWXY]|\d)?))\s*(\d[ABD-HJLNP-UW-Z]{2})?)|GIR\s*0AA)$	5.45712	0.24725	13	0.09737	0.11386	0.10278	19	19	15
^[a-zA-Z]{1}[-][0-9]{7}[-][a-zA-Z]{1}$	0.51254	0.03106	5	0.0746	7E-05	0.03524	12	12	12
